strain	species	species_match	contig_count	N50	largest_contig	total_size	ambiguous_bases	QC_warnings	ST	virulence_score	resistance_score	num_resistance_classes	num_resistance_genes	Yersiniabactin	YbST	Colibactin	CbST	Aerobactin	AbST	Salmochelin	SmST	RmpADC	RmST	rmpA2	wzi	K_locus	K_type	K_locus_problems	K_locus_confidence	K_locus_identity	K_locus_missing_genes	O_locus	O_type	O_locus_problems	O_locus_confidence	O_locus_identity	O_locus_missing_genes	AGly_acquired	Col_acquired	Fcyn_acquired	Flq_acquired	Gly_acquired	MLS_acquired	Phe_acquired	Rif_acquired	Sul_acquired	Tet_acquired	Tgc_acquired	Tmt_acquired	Bla_acquired	Bla_inhR_acquired	Bla_ESBL_acquired	Bla_ESBL_inhR_acquired	Bla_Carb_acquired	Bla_chr	SHV_mutations	Omp_mutations	Col_mutations	Flq_mutations	truncated_resistance_hits	spurious_resistance_hits	Chr_ST	gapA	infB	mdh	pgi	phoE	rpoB	tonB	ybtS	ybtX	ybtQ	ybtP	ybtA	irp2	irp1	ybtU	ybtT	ybtE	fyuA	clbA	clbB	clbC	clbD	clbE	clbF	clbG	clbH	clbI	clbL	clbM	clbN	clbO	clbP	clbQ	iucA	iucB	iucC	iucD	iutA	iroB	iroC	iroD	iroN	rmpA	rmpD	rmpC	spurious_virulence_hits
ERR3891170	Klebsiella pneumoniae	strong	737	151873	462178	5596640	no	-	ST280	0	2	9	11	-	0	-	0	-	0	-	0	-	0	-	wzi82	KL23	K23	none	Very high	99.98%		O1/O2v2	O2afg	?	Good	98.45%		aac(6')-Ib-cr.v2;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1?	-	sul2	tet(A).v1^	-	dfrA14.v2*	OXA-1	-	CTX-M-15	-	OXA-48	SHV-27	156D	OmpK35-81%	-	-	-	TEM-10.v2?-41%;TEM-117*?-0%;fosA7.5*?-0%;sul1?-0%	ST280	2	1	2	1	10	4	46	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891171	Klebsiella pneumoniae	strong	1360	88623	289703	6377234	no	-	ST392	0	2	9	13	-	0	-	0	-	0	-	0	-	0	-	wzi187	KL23	K23	?-+	Good	97.11%	KL23_06_wzc,KL23_10_wzy	O4	O4	none	Very high	99.71%		aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1?	-	sul2	tet(A).v1	-	dfrA14.v2*	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	OXA-48	SHV-11.v1^	35Q	-	-	GyrA-83I;ParC-80I	-	aac(3)-VIa*?-0%;dfrA12?-0%;fosA7.5*?-0%	ST392	3	4	6	1	7	4	40	-	-	-	-	-	-	-	12*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ybtX_100*-0%;ybtS_70*-0%;ybtA_39*-0%;clbE_2*-0%
ERR3891172	Klebsiella pneumoniae	strong	1280	161650	530437	5890839	no	-	ST29	1	1	7	11	ybt 14; ICEKp5	151	-	0	-	0	-	0	-	0	-	wzi19	KL19	K19	*	High	94.91%		O1/O2v2	O1	none	Perfect	100.00%		aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1?	-	sul2	-	-	dfrA14.v2*	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	SHV-187	-	-	-	-	aadA17*?-89%	sat-2?-54%;sul1*?-0%	ST29	2	3	2	2	6	4	4	4	4	5	4	1	69	62	2	4	4	20	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891174	Klebsiella pneumoniae	strong	558	154228	395664	5609508	no	-	ST392	0	1	8	12	-	0	-	0	-	0	-	0	-	0	-	wzi187	KL27	K27	-	High	99.27%	KL27_09_wckS	O4	O4	none	Very high	99.70%		aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1?	-	sul2	tet(A).v1	-	dfrA14.v2*	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	SHV-11.v1^	35Q	-	-	GyrA-83I;ParC-80I	-	OXA-232?-0%	ST392	3	4	6	1	7	4	40	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891175	Klebsiella pneumoniae	strong	700	179138	502285	5746161	no	-	ST307	0	1	8	15	-	0	-	0	-	0	-	0	-	0	-	wzi173	KL102	unknown (KL102)	none	Very high	99.25%		O1/O2v2	O2afg	none	Very high	98.45%		aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA^;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1?;floR.v1*	-	sul2;sul3	tet(A).v1	-	dfrA14.v2*	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	SHV-28.v1^	-	-	-	GyrA-83I;ParC-80I	-	ermB.v1*?-0%	ST307	4	1	2	52	1	1	7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ybtU_120*-0%
ERR3891176	Klebsiella pneumoniae	strong	838	112471	502345	6073831	no	-	ST14	1	2	10	24	ybt 14; ICEKp5	140-1LV	-	0	-	0	-	0	-	0	-	wzi2	KL2	K2	none	Very high	99.74%		O1/O2v1	O1	none	Very high	99.99%		aac(3)-IId^;aac(6')-Ib-cr.v2;aadA2*;aph(3')-VI;armA;sat-2;strA.v1*;strB.v1*	-	-	-	-	ereA2*;ermB.v1*;mphE.v2^;msrE	CatB4.v1?;catA1^;cmlA5	arr-2	sul1;sul2	-	-	dfrA1.v1;dfrA12	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	NDM-1	-	-	-	-	GyrA-83Y;GyrA-87G;ParC-80I	SHV-11.v1*?-0%;tet(X6)*-25%	aadA24*?-0%	ST14	1	6	1	1	1	1	1	4	4	31	4	1	67	514	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891177	Klebsiella pneumoniae	strong	722	132912	515711	6094639	no	-	ST14	1	3	11	21	ybt 14; ICEKp5	140-1LV	-	0	-	0	-	0	-	0	-	wzi2	KL2	K2	none	Very high	99.74%		O1/O2v1	O1	none	Very high	99.99%		aac(3)-IId^;aac(6')-Ib-cr.v2;aadA*;aadA2^;armA;sat-2	-	-	-	-	ereA2*;ermB.v1*;mphE.v2^;msrE	CatB4.v1?;catA1^;cmlA5	arr-2	sul1	-	-	dfrA1.v1;dfrA12	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	NDM-1	SHV-28.v1^	-	OmpK36GD	MgrB-2%	GyrA-83Y;GyrA-87G;ParC-80I	tet(X6)*-25%	aac(3)-VIa*?-0%;aph(3')-VI*?-0%;tet(A).v1*?-0%	ST14	1	6	1	1	1	1	1	4	4	31	4	1	67	514	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891178	Klebsiella pneumoniae	strong	1238	156985	361565	5830444	no	-	ST37	0	2	9	13	-	0	-	0	-	0	-	0	-	0	-	wzi12	KL12	K12	none	Very high	99.99%		OL103	unknown (OL103)	*	High	94.57%		aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1?	-	sul2	tet(A).v1	-	dfrA14.v2*	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	OXA-48*	SHV-11.v1^	35Q	OmpK35-70%	-	GyrA-83I;ParC-84K	aadA17*?-0%	mphA?-0%;sul1*?-0%	ST37	2	9	2	1	13	1	16	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ybtS_100*-52%;ybtT_42*-61%;ybtA_39*-0%
ERR3891179	Klebsiella pneumoniae	strong	712	151712	495569	5667342	no	-	ST3513	0	0	6	10	-	0	-	0	-	0	-	0	-	0	-	wzi108	unknown (KL118)	unknown (KL118)	?-	None	99.46%	KL118_12_wcqP,KL118_13_wzx,KL118_14_wcuN,KL118_19_rmlD	OL101	unknown (OL101)	?-	Good	94.99%	OL101_03_rfbD,OL101_09_glycosylhydrolase	aac(3)-IIa.v1;aadA12;aph3-Ia.v1^	mcr-1.1;mcr-8.1	-	-	-	ermB.v1*;mphA	-	-	sul1	-	-	dfrA14.v2*	TEM-1D.v1^	-	-	-	-	SHV-11.v1^	35Q	-	-	-	strA.v1*?-0%;tet(X6)*-25%	CTX-M-103?-0%;OXA-163?-0%;aph(6)-Id.v2?-0%;qnrB1.v2?-0%;sul2?-0%	ST3513	185	6	1	1	1	1	42	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891180	Klebsiella pneumoniae	strong	802	153414	329965	5957621	no	-	ST268	5	1	7	10	ybt 0; ICEKp10	580	clb 3	13	iuc 1	78-1LV	iro 1	1	rmp 1; KpVP-1,-	149,0	rmpA2_8*	wzi95	KL20	K20	none	Very high	99.95%		O1/O2v1	O2a	none	Very high	98.97%		aac(6')-Ib-cr.v2;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1?	-	sul2	-	-	dfrA14.v2*	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	SHV-11.v1^	35Q	-	-	GyrA-83Y	-	OXA-181*?-0%;sul1*?-0%;tet(A).v1?-0%	ST268	2	1	2	1	7	1	81	6	15	25	4	11	371	319	72	14	4	2	2	10	2	2	2	2	2	3	2	2	2	2	2	2	2	1	1*	34	1	1	1	1	1	1	22,55*	2,-	2,-	-
ERR3891181	Klebsiella pneumoniae	strong	860	110552	326187	5997592	no	-	ST14	1	0	6	12	ybt 14; ICEKp5	140-1LV	-	0	-	0	-	0	-	0	-	wzi2	KL2	K2	none	Very high	99.74%		O1/O2v1	O1	none	Very high	99.99%		aac(6')-Ib-cr.v2;aadA2^;sat-2;strA.v1*;strB.v1*	-	-	-	-	-	CatB4.v1?;catA1^	-	sul1*;sul2	-	-	dfrA1.v1;dfrA12	OXA-1	-	-	-	-	SHV-28.v1^	-	OmpK36GD	-	GyrA-83Y;GyrA-87G;ParC-80I	-	TEM-122*?-64%;aac(3)-IId*?-71%;tet(A).v1*?-0%	ST14	1	6	1	1	1	1	1	4	4	31	4	1	67	514	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891182	Klebsiella pneumoniae	strong	643	140191	340588	5788214	no	-	ST377	1	3	6	4	ybt 13; ICEKp2 (truncated)	299-3LV	-	0	-	0	-	0	-	0	-	wzi173	KL102	unknown (KL102)	none	Very high	99.45%		O1/O2v2	O2afg	none	Very high	98.54%		aadA^	-	-	-	-	-	-	-	sul1*?	-	-	dfrA15.v2	-	-	-	-	OXA-48	SHV-110	156D;35Q	-	MgrB-51%	GyrA-83Y;GyrA-87A;ParC-80I	-	armA*?-0%	ST377	10	20	2	1	9	11	12	6	4	20	14	1	126*-46%	327	2	4	52*	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891183	Klebsiella pneumoniae	strong	364	107964	301170	5799378	no	-	ST14	1	3	9	14	ybt 14; ICEKp5	140-1LV	-	0	-	0	-	0	-	0	-	wzi2	unknown (KL2)	unknown (K2)	?-	None	99.72%	KL2_12,KL2_13,KL2_14_wcaJ,KL2_15_gnd	O1/O2v1	O1	none	Very high	99.99%		aac(6')-Ib-cr.v2;aadA2^;aph(3')-VI;armA;sat-2	-	-	-	-	mphE.v2^;msrE	CatB4.v1?;catA1^	-	sul1	-	-	dfrA1.v1;dfrA12	OXA-1	-	-	-	NDM-1	SHV-28.v1^	-	OmpK36GD	MgrB-2%	GyrA-83Y;GyrA-87G;ParC-80I	-	-	ST14	1	6	1	1	1	1	1	4	4	31	4	1	67	514	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891185	Klebsiella pneumoniae	strong	376	146218	353980	5501424	no	-	ST14	1	0	6	5	ybt 14; ICEKp5	140-1LV	-	0	-	0	-	0	-	0	-	wzi2	KL2	K2	none	Very high	99.74%		O1/O2v1	O1	none	Very high	99.99%		aac(6')-Ib-cr.v2;sat-2	-	-	-	-	-	CatB4.v1?	-	-	-	-	dfrA1.v1	OXA-1	-	-	-	-	SHV-28.v1^	-	OmpK36GD	MgrB-2%	GyrA-83Y;GyrA-87G;ParC-80I	-	-	ST14	1	6	1	1	1	1	1	4	4	31	4	1	67	514	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891186	Klebsiella pneumoniae	strong	668	144105	428777	5427981	no	-	ST14	1	0	4	4	ybt 14; ICEKp5	140-1LV	-	0	-	0	-	0	-	0	-	wzi2	KL2	K2	none	Very high	99.73%		O1/O2v1	O1	none	Very high	99.99%		aac(6')-Ib-cr.v2;sat-2	-	-	-	-	-	-	-	-	-	-	dfrA1.v1	OXA-1	-	-	-	-	SHV-28.v1^	-	OmpK36GD	-	GyrA-83Y;GyrA-87G;ParC-80I	CatB4.v1?-81%	aac(3)-IIa.v1*?-0%	ST14	1	6	1	1	1	1	1	4	4	31	4	1	67	514	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891187	Klebsiella pneumoniae	strong	456	140644	353871	5899849	no	-	ST14	1	2	10	25	ybt 14; ICEKp5	140-1LV	-	0	-	0	-	0	-	0	-	wzi2	KL2	K2	?-	Good	99.74%	KL2_14_wcaJ	O1/O2v1	O1	none	Very high	99.99%		aac(3)-IId^;aac(6')-Ib-cr.v2;aadA*;aadA2^;aph(3')-VI;armA;sat-2;strA.v1*;strB.v1*	-	-	-	-	ereA2*;mphE.v2^;msrE	CatB4.v1?;catA1^;cmlA5	arr-2	sul1*;sul2	-	-	dfrA1.v1;dfrA12	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	NDM-1;OXA-48	-	-	OmpK36GD	-	GyrA-83Y;GyrA-87G;ParC-80I	SHV-11.v1*?-0%	-	ST14	1	6	1	1	1	1	1	4	4	31	4	1	67	514	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891188	Klebsiella pneumoniae	strong	334	232584	796531	5544722	no	-	ST985	1	1	8	12	ybt 16; ICEKp12	277	-	0	-	0	-	0	-	0	-	wzi39	KL39	K39	none	Very high	99.55%		O1/O2v2	O1	none	Very high	99.35%		aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1?	-	sul2	tet(A).v1	-	dfrA14.v2*	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	SHV-187	-	-	-	-	-	-	ST985	10	3	2	2	6	4	4	6	15	5	4	11	33	23	2	11	4	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891189	Klebsiella pneumoniae	strong	545	140204	388031	5720331	no	-	ST14	1	1	9	17	ybt 14; ICEKp5	140-1LV	-	0	-	0	-	0	-	0	-	wzi2	KL2	K2	none	Very high	99.74%		O1/O2v1	O1	none	Very high	99.99%		aac(3)-IId^;aac(6')-Ib-cr.v2;aadA*;sat-2;strA.v1*;strB.v1*	-	-	-	-	ereA2*	CatB4.v1?;catA1^;cmlA5	arr-2	sul1*;sul2	-	-	dfrA1.v1	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	SHV-11.v1^	35Q	OmpK36GD	-	GyrA-83Y;GyrA-87G;ParC-80I	mphA*?-0%	CTX-M-16*?-0%;OXA-181*?-0%	ST14	1	6	1	1	1	1	1	4	4	31	4	1	67	514	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891190	Klebsiella pneumoniae	strong	814	169658	282989	5728809	no	-	ST48	1	1	8	14	ybt 10; ICEKp4	81	-	0	-	0	-	0	-	0	-	wzi167	KL124	unknown (KL124)	none	Very high	99.62%		O1/O2v1	O1	none	Very high	98.31%		aac(3)-IIg;aac(6')-IIc;aadA*;aph(3')-Ia*?	-	-	qnrB4	-	-	CatB4.v1?;catA1^	-	sul1^	tet(A).v1	-	dfrA30*	DHA-1*;OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	SHV-11.v1^	35Q	-	-	GyrA-83F	OXA-9.v1*-42%;aac(6')-Ib-cr.v2*?-0%;ereA2*?-0%	OXA-232?-0%;aph(6)-Id.v2*?-48%	ST48	2	5	2	2	7	1	10	3	12	4	19	3	42	39	3	10	9	24	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891191	Klebsiella pneumoniae	strong	370	222927	631035	5667259	no	-	ST101	1	3	10	12	ybt 9; ICEKp3	183-2LV	-	0	-	0	-	0	-	0	-	wzi137	KL17	K17	none	Very high	99.99%		O1/O2v1	O1	none	Very high	98.02%		aac(3)-IIa.v1^;aac(6')-Ib'.v1;aadA2;aph(3')-VIb*	-	-	-	-	mphA	cmlA1*;floR.v1*	-	sul3	-	-	dfrA14.v2*	OXA-9.v1	-	CTX-M-27^	-	OXA-48	SHV-1^	-	OmpK35-17%;OmpK36GD	MgrB-36%	GyrA-83Y;GyrA-87N;ParC-80I	TEM-1?-0%;aadA?-86%	aph(3'')-Ib?-0%;tet(D)?-73%	ST101	2	6	1	5	4	1	6	5*	11	6	5	1	25	37	9	5	107	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891192	Klebsiella pneumoniae	strong	488	146100	353979	5927966	no	-	ST2096	4	2	8	13	ybt 14; ICEKp5	140-1LV	-	0	iuc 1	1	-	0	-	0	rmpA2_8-60%	wzi64	KL64	K64	none	Perfect	100.00%		O1/O2v1	O1	none	Very high	98.64%		aac(6')-Ib-cr.v2;aadA2^;armA;sat-2	-	-	-	-	mphE.v2^;msrE	CatB4.v1?;catA1^	-	sul1	-	-	dfrA1.v1;dfrA12	OXA-1	-	-	-	OXA-232	SHV-28.v1^	-	OmpK36GD	-	GyrA-83Y;GyrA-87G;ParC-80I	-	strA.v1*?-37%	ST2096	1	6	1	1	1	46	1	4	100	31	4	1	67	171	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	-	-	-	-	55-60%	-	-	-
ERR3891193	Klebsiella pneumoniae	strong	664	152346	521774	5919300	no	-	ST2096	4	2	10	16	ybt 14; ICEKp5	140-1LV	-	0	iuc 1	1	-	0	-	0	rmpA2_8-60%	wzi64	KL64	K64	none	Perfect	100.00%		O1/O2v1	O1	none	Very high	98.64%		aac(6')-Ib-cr.v2;aadA2^;armA;sat-2	-	-	-	-	mphE.v2^;msrE	CatB4.v1?	-	sul1	tet(D)	-	dfrA1.v1;dfrA12;dfrA14.v2*	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	OXA-232	SHV-28.v1^	-	OmpK36GD	-	GyrA-83Y;GyrA-87G;ParC-80I	aac(3)-IIa.v1*?-0%	aadA24?-0%	ST2096	1	6	1	1	1	46	1	4	100	31	4	1	67	171	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	-	-	-	-	55-60%	-	-	-
ERR3891194	Klebsiella pneumoniae	strong	713	172660	429661	5875842	no	-	ST15	0	2	3	3	-	0	-	0	-	0	-	0	-	0	-	wzi64	KL64	K64	none	Perfect	100.00%		O1/O2v1	O1	none	Very high	98.64%		strA.v1;strB.v1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-48	-	-	-	-	GyrA-83F;GyrA-87A;ParC-80I	SHV-129?-0%	arr-2?-0%;sul1?-69%	ST15	1	1	1	1	1	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ybtT_42*-0%
ERR3891195	Klebsiella pneumoniae	strong	864	133761	521774	6099654	no	-	ST2096	4	2	10	17	ybt 14; ICEKp5	140-1LV	-	0	iuc 1	1	-	0	-	0	rmpA2_8-60%	wzi64	KL64	K64	none	Perfect	100.00%		O1/O2v1	O1	none	Very high	98.64%		aac(6')-Ib-cr.v2;aadA2^;armA;sat-2	-	-	-	-	mphE.v2^;msrE	CatB4.v1?;catA1^	-	sul1	tet(A).v1*	-	dfrA1.v1;dfrA12;dfrA14.v2*	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	OXA-232	SHV-28.v1^	-	OmpK36GD	-	GyrA-83Y;GyrA-87G;ParC-80I	sul2*?-0%	aac(3)-IId*?-0%;aac(3)-VIa*?-0%;floR.v1*?-0%;qnrB1.v2*?-0%	ST2096	1	6	1	1	1	46	1	4	100	31	4	1	67	171	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	-	-	-	-	55-60%	-	-	-
ERR3891196	Klebsiella pneumoniae	strong	432	144349	353758	5927736	no	-	ST2096	4	2	10	16	ybt 14; ICEKp5	140-1LV	-	0	iuc 1	1	-	0	-	0	rmpA2_8-60%	wzi64	KL64	K64	none	Perfect	100.00%		O1/O2v1	O1	none	Very high	98.64%		aac(6')-Ib-cr.v2;aadA2^;armA;sat-2	-	-	-	-	mphE.v2^;msrE	CatB4.v1?;catA1^	-	sul1	tet(D)	-	dfrA1.v1;dfrA12	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	OXA-232	SHV-28.v1^	-	OmpK36GD	-	GyrA-83Y;GyrA-87G;ParC-80I	-	mphA?-0%	ST2096	1	6	1	1	1	46	1	4	100	31	4	1	67	171	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	-	-	-	-	55-60%	-	-	-
ERR3891197	Klebsiella pneumoniae	strong	1130	222506	506904	6090320	no	-	ST101	1	3	10	15	ybt 9; ICEKp3	183-2LV	-	0	-	0	-	0	-	0	-	wzi137	KL17	K17	none	Very high	99.99%		O1/O2v1	O1	none	Very high	98.03%		aac(6')-Ib'.v1;aadA*;aph(3')-VI;strA.v1	-	-	qnrS1	-	ermB.v1*;mphA	-	-	sul1	tet(D)	-	dfrA14.v2*	OXA-9.v1;TEM-1D.v1^	-	CTX-M-15	-	NDM-1;OXA-48	SHV-1^	-	OmpK35-17%;OmpK36GD	MgrB-0%	GyrA-83Y;GyrA-87N;ParC-80I	CTX-M-16*-24%;tet(X6)*-25%	CatB4.v1?-58%;OXA-1?-0%;aac(3)-IIa.v1*?-0%;fosA7.5*?-0%	ST101	2	6	1	5	4	1	6	5	11	6*	5	1	25	37	9	5	107	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891198	Klebsiella pneumoniae	strong	1108	92789	267179	6176392	no	-	ST610	1	2	9	13	ybt 9; ICEKp3	209-1LV	-	0	-	0	-	0	-	0	-	wzi305	KL55	K55	?-*	Good	96.23%	KL55_03_wzi	O3/O3a	O3/O3a	*	Very high	95.50%		aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1?	-	sul2	tet(A).v1	-	dfrA14.v2*	OXA-1^;TEM-1D.v1^	-	CTX-M-15	-	OXA-48	SHV-11.v1^	35Q	-	-	-	-	catA1*?-0%;dfrA1.v1?-66%;sat-2?-59%;sul1?-0%	ST610	4	5	1	29	1	4	23	5	19	6	5	1	51*	48	9	5	5	21	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR3891199	Klebsiella pneumoniae	strong	844	140519	698164	6103851	no	-	ST2096	4	2	10	17	ybt 14; ICEKp5	140-1LV	-	0	iuc 1	1	-	0	-	0	rmpA2_8-60%	wzi64	KL64	K64	none	Perfect	100.00%		O1/O2v1	O1	none	Very high	98.64%		aac(6')-Ib-cr.v2;aadA2^;armA;sat-2;strA.v1*?	-	-	-	-	mphE.v2^;msrE	CatB4.v1?;catA1^	-	sul1	tet(D)	-	dfrA1.v1;dfrA12	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	OXA-232	SHV-28.v1^	-	OmpK36GD	-	GyrA-83Y;GyrA-87G;ParC-80I	-	OXA-48*?-0%;strB.v1*?-0%;sul2?-0%	ST2096	1	6	1	1	1	46	1	4	100	31	4	1	67	171	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	-	-	-	-	55-60%	-	-	-
ERR3891200	Klebsiella pneumoniae	strong	764	129839	466804	6068815	no	-	ST14	1	2	10	24	ybt 14; ICEKp5	140-1LV	-	0	-	0	-	0	-	0	-	wzi2	KL2	K2	?-	Good	99.74%	KL2_13,KL2_14_wcaJ	O1/O2v1	O1	none	Very high	99.99%		aac(3)-IId^;aac(6')-Ib-cr.v2;aadA*;aadA2^;aph(3')-VI;armA;sat-2;strA.v1*;strB.v1*	-	-	-	-	ereA2*;msrE	CatB4.v1?;catA1^;cmlA5	arr-2	sul1*;sul2	-	-	dfrA1.v1;dfrA12	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	NDM-1;OXA-232	-	-	-	-	GyrA-83Y;GyrA-87G;ParC-80I	SHV-11.v1*?-0%	dfrA14.v1?-0%;qnrB1.v2*?-0%;tet(D)?-0%	ST14	1	6	1	1	1	1	1	4	4	31	4	1	67	514	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1*-0%	-	-	-	-	-	-	-	-	-	-	-	iucC_1*-0%;iucB_1*-0%;iucD_1*-0%
ERR3891201	Klebsiella pneumoniae	strong	424	180161	458621	5769689	no	-	ST101	1	3	7	5	ybt 9; ICEKp3	183-1LV	-	0	-	0	-	0	-	0	-	wzi137	KL17	K17	none	Very high	99.99%		O1/O2v1	O1	none	Very high	98.03%		aac(3)-IIa.v1^	-	-	-	-	-	-	-	-	tet(D)	-	dfrA14.v2*	-	-	CTX-M-15	-	OXA-48	SHV-1^	-	OmpK35-17%;OmpK36GD	MgrB-62%	GyrA-83Y;GyrA-87N;ParC-80I	-	CatB4.v1?-0%;TEM-168*?-77%	ST101	2	6	1	5	4	1	6	5	11	6	5	1	25	37	9	5	107	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
